gene_name	gene_id	cgnc	mirbase
gene-LOC107055377	107055377	78336	NA
gene-KDM4B	428354	3001	NA
gene-UHRF1	420154	3031	NA
gene-PLIN3	420156	50928	NA
gene-LOC107055378	107055378	78337	NA
gene-TICAM1	100008585	59240	NA
gene-FEM1A	420157	3058	NA
gene-MIR7-3	777873	59157	MI0001269
gene-LOC107055381	107055381	78340	NA
gene-TRNAV-CAC-7	112530466	NA	NA
gene-TRNAG-UCC-8	112530468	NA	NA
gene-DPP9	420159	3085	NA
gene-LOC420160	420160	51195	NA
gene-MYDGF	420161	3135	NA
gene-TNFAIP8L1	420162	51196	NA
gene-LOC112530454	112530454	NA	NA
gene-LOC107049968	107049968	72984	NA
gene-HUC	395636	49415	NA
gene-LOC112530984	112530984	NA	NA
gene-LOC112531006	112531006	NA	NA
gene-LOC107050443	107050443	73457	NA
gene-ILF3	100858655	64441	NA
gene-QTRT1	107050606	73620	NA
gene-DNM2L	430067	53846	NA
gene-LOC112531008	112531008	NA	NA
gene-SPC24	107050217	73232	NA
gene-KEAP1	100858752	64349	NA
gene-LOC107050218	107050218	73233	NA
gene-CDC37	395430	49315	NA
gene-TYK2	430113	53861	NA
gene-LOC107050992	107050992	74003	NA
gene-LOC107050964	107050964	73975	NA
gene-LOC112530982	112530982	NA	NA
gene-LOC107051074	107051074	74085	NA
gene-TRAPPC5	100858483	64603	NA
gene-BCAP31	100857815	65244	NA
gene-TAZ	107049523	72539	NA
gene-WDR13L	100857599	65432	NA
gene-SUV39H1	112529927	NA	NA
gene-SUV39H1-2	100857640	65392	NA
gene-TBC1D25	101747947	67438	NA
gene-GRIPAP1	101751935	71349	NA
gene-TFE3	107049522	72538	NA
gene-CCDC120	107049521	72537	NA
gene-LOC112531007	112531007	NA	NA
gene-LOC100857622	100857622	65409	NA
gene-OTUD5	100858279	64800	NA
gene-LOC112530990	112530990	NA	NA
gene-UXT	112530998	NA	NA
gene-LOC112530977	112530977	NA	NA
gene-MECP2	112530992	NA	NA
gene-ZNF653	107057618	80568	NA
gene-ECSIT	100857880	65182	NA
gene-CNN1	396522	49851	NA
gene-ELOF1	107057620	80570	NA
gene-ACP5	107057619	80569	NA
gene-NFIX	396207	49701	NA
gene-GADD45GIP1	107055382	78341	NA
gene-RAD23A	100859241	63890	NA
gene-CALR	100859104	64018	NA
gene-FARSA	100859604	63542	NA
gene-SYCE2	100859541	63601	NA
gene-GCDH	771098	56507	NA
gene-LOC107049412	107049412	72432	NA
gene-GMIP	426010	52645	NA
gene-NXNL1	426009	10034	NA
gene-SLC27A1	426008	52644	NA
gene-PGLS	430442	10027	NA
gene-BRD4L	100859056	64065	NA
gene-LOC107049411	107049411	72431	NA
gene-MRPL4	107050441	73455	NA
gene-ICAM5	112530969	NA	NA
gene-LOC112530980	112530980	NA	NA
gene-LOC107057631	107057631	80581	NA
gene-EVI5L	430998	10743	NA
gene-FCER2	100858751	64350	NA
gene-CLEC17A	426106	52679	NA
gene-LOC107050724	107050724	73738	NA
gene-C3	396370	8744	NA
gene-CRIPAK	112530979	NA	NA
gene-LOC112530991	112530991	NA	NA
gene-ILVBL	101747528	67027	NA
gene-SYDE1	429892	53800	NA
gene-LOC112530999	112530999	NA	NA
gene-LOC107049166	107049166	72187	NA
gene-PNPLA6	425396	52444	NA
gene-MCOLN1	426164	10168	NA
gene-CYP4F11	100859277	63856	NA
gene-PGLYRP2	693263	54358	NA
gene-RASAL3	101747651	NA	NA
gene-RASAL3-2	426166	52700	NA
gene-AKAP8L	776856	10174	NA
gene-LOC107057625	107057625	80575	NA
gene-GIPC1	112530986	NA	NA
gene-LOC112531003	112531003	NA	NA
gene-LOC107049075	107049075	72103	NA
gene-LOC107050163	107050163	73178	NA
gene-NDUFB7	107050898	73909	NA
gene-LOC107051098	107051098	74108	NA
gene-CLPP	107051000	74011	NA
gene-LOC112530995	112530995	NA	NA
gene-LOC107051264	107051264	74273	NA
gene-CSNK2B	112530988	NA	NA
gene-ACTL6B	101747825	67318	NA
gene-MEPCE	107050787	73800	NA
gene-LOC107051077	107051077	74088	NA
gene-LOC107051009	107051009	74020	NA
gene-LOC107050789	107050789	73802	NA
gene-LOC107050919	107050919	73930	NA
gene-LOC107050626	107050626	73640	NA
gene-LOC112531005	112531005	NA	NA
gene-PCOLCE	107050625	73639	NA
gene-S1PR2	100857976	65089	NA
gene-DNMT1	396011	20270	NA
gene-EIF3G	101747413	30469	NA
gene-LOC107051197	107051197	74207	NA
gene-LOC112531000	112531000	NA	NA
gene-LOC101751681	101751681	71100	NA
gene-OLFM2	107057621	80571	NA
gene-LOC112531002	112531002	NA	NA
gene-PIN1	100859153	63975	NA
gene-UBL5	107057622	80572	NA
gene-FBXL12	100859027	64094	NA
gene-LOC396477	396477	10114	NA
gene-LOC101750514	101750514	69964	NA
gene-CHCHD5	770886	13697	NA
gene-ATP13A1	426090	10108	NA
gene-MVB12A	426089	10104	NA
gene-DSN1	426088	10097	NA
gene-PBX4	426087	10094	NA
gene-LOC101750379	101750379	69831	NA
gene-LPAR2	426086	10093	NA
gene-LOC107050335	107050335	73349	NA
gene-LOC112531004	112531004	NA	NA
gene-LOC107050018	107050018	73033	NA
gene-LOC107050017	107050017	73032	NA
gene-HOOK2	107050016	73031	NA
gene-BEST2	112530978	NA	NA
gene-ASNA1	100859771	63380	NA
gene-TRIR	107057624	NA	NA
gene-TNPO2	107057623	80573	NA
gene-LOC112531009	112531009	NA	NA
gene-LOC112531010	112531010	NA	NA
gene-FBXW9	107057629	80579	NA
gene-LOC112531001	112531001	NA	NA
gene-DHPS	107057627	80577	NA
gene-LOC107050518	107050518	73532	NA
gene-LOC107050519	107050519	73533	NA
gene-LOC107051108	107051108	74118	NA
gene-DCAF15	112530997	NA	NA
gene-LOC101748080	101748080	67571	NA
gene-LOC112530985	112530985	NA	NA
gene-LOC101749673	101749673	69134	NA
gene-NANOS3	112530983	NA	NA
gene-LOC112530970	112530970	NA	NA
gene-C30H19orf53	112530994	NA	NA
gene-MRI1	107049831	72847	NA
gene-CCDC130	107049832	72848	NA
gene-LOC107049790	107049790	72806	NA
gene-LOC107050978	107050978	73989	NA
gene-LOC107050975	107050975	73986	NA
gene-LOC112530987	112530987	NA	NA
gene-LOC112530996	112530996	NA	NA
gene-LOC107050215	107050215	73230	NA
gene-LOC112530974	112530974	NA	NA
gene-RABGGTA	112530971	NA	NA
gene-LOC112530973	112530973	NA	NA
gene-LOC112530975	112530975	NA	NA
gene-LOC112530976	112530976	NA	NA
gene-LOC112530972	112530972	NA	NA
gene-LOC112531159	112531159	NA	NA
gene-LOC112531063	112531063	NA	NA
gene-LOC112531031	112531031	NA	NA
gene-LOC107050653	107050653	73667	NA
gene-LOC112531032	112531032	NA	NA
gene-LOC429329	429329	53624	NA
gene-LOC107050008	107050008	73023	NA
gene-LOC107050007	107050007	73022	NA
gene-LOC112531064	112531064	NA	NA
gene-LOC112531048	112531048	NA	NA
gene-LOC107050268	107050268	73283	NA
gene-LOC107049609	107049609	72625	NA
gene-LOC112531065	112531065	NA	NA
gene-LOC112531046	112531046	NA	NA
gene-LOC107050360	107050360	73374	NA
gene-LOC107050512	107050512	73526	NA
gene-LOC112531039	112531039	NA	NA
gene-LOC112531011	112531011	NA	NA
gene-LOC112531045	112531045	NA	NA
gene-LOC112531015	112531015	NA	NA
gene-LOC112531017	112531017	NA	NA
gene-LOC112531047	112531047	NA	NA
gene-LOC107049568	107049568	72584	NA
gene-LOC112531021	112531021	NA	NA
gene-LOC112531034	112531034	NA	NA
gene-LOC107051198	107051198	74208	NA
gene-LOC112531024	112531024	NA	NA
gene-LOC112531018	112531018	NA	NA
gene-LOC112531014	112531014	NA	NA
gene-LOC107050271	107050271	73286	NA
gene-LOC107049901	107049901	72917	NA
gene-LOC112531016	112531016	NA	NA
gene-LOC112531019	112531019	NA	NA
gene-LOC107049738	107049738	72754	NA
gene-LOC107049737	107049737	72753	NA
gene-LOC112531066	112531066	NA	NA
gene-LOC112531067	112531067	NA	NA
gene-LOC112531037	112531037	NA	NA
gene-ZNF555	426408	52778	NA
gene-LOC101747443	101747443	66945	NA
gene-LOC112531042	112531042	NA	NA
gene-LOC112531036	112531036	NA	NA
gene-ZNF624	100858477	64610	NA
gene-LOC112531059	112531059	NA	NA
gene-LOC107050009	107050009	73024	NA
gene-LOC112531060	112531060	NA	NA
gene-LOC112531041	112531041	NA	NA
gene-LOC112531068	112531068	NA	NA
gene-LOC112531035	112531035	NA	NA
gene-LOC107049132	107049132	72153	NA
gene-LOC112531026	112531026	NA	NA
gene-LOC112531027	112531027	NA	NA
gene-LOC112531069	112531069	NA	NA
gene-LOC112531023	112531023	NA	NA
gene-LOC112531029	112531029	NA	NA
gene-LOC100857540	100857540	65487	NA
gene-LOC112531033	112531033	NA	NA
gene-LOC112531070	112531070	NA	NA
gene-LOC112531071	112531071	NA	NA
gene-LOC107050186	107050186	73201	NA
gene-LOC107050668	107050668	73682	NA
gene-LOC107049726	107049726	72742	NA
gene-LOC112531028	112531028	NA	NA
gene-LOC112531072	112531072	NA	NA
gene-LOC107051303	107051303	74312	NA
gene-LOC112531073	112531073	NA	NA
gene-LOC112531074	112531074	NA	NA
gene-LOC112531044	112531044	NA	NA
gene-LOC112531075	112531075	NA	NA
gene-LOC107050148	107050148	73163	NA
gene-LOC112531030	112531030	NA	NA
gene-LOC112531076	112531076	NA	NA
gene-ZNF708L	100858450	64635	NA
gene-LOC112531025	112531025	NA	NA
gene-LOC112531061	112531061	NA	NA
gene-LOC112531062	112531062	NA	NA
gene-LOC107049656	107049656	72672	NA
gene-LOC112531040	112531040	NA	NA
gene-LOC112531077	112531077	NA	NA
gene-LOC112531020	112531020	NA	NA
gene-LOC112531022	112531022	NA	NA
gene-CHIR-B6	429646	53730	NA
gene-LOC101749511	101749511	68980	NA
gene-LOC112531043	112531043	NA	NA
gene-LILRA2L1	100858411	64672	NA
gene-LOC100857615	100857615	65416	NA
gene-LOC112531038	112531038	NA	NA
gene-LOC112531078	112531078	NA	NA
gene-LOC107051227	107051227	74237	NA
gene-LOC112531013	112531013	NA	NA
gene-LOC112531012	112531012	NA	NA
gene-LOC107051395	107051395	74404	NA
gene-ACHE	396388	49783	NA
gene-LOC112531154	112531154	NA	NA
gene-C31H17orf49	112531156	NA	NA
gene-RNASEK	107051485	74494	NA
gene-LOC107049937	107049937	72953	NA
gene-LOC107050721	107050721	73735	NA
gene-LOC107050551	107050551	73565	NA
gene-LOC107050812	107050812	73824	NA
gene-VH26L1	431524	54277	NA
gene-LOC107049105	107049105	72129	NA
gene-VH26L5	776783	58287	NA
gene-LOC107049420	107049420	72439	NA
gene-VH26L8	430015	53837	NA
gene-VH26L10	430017	53839	NA
gene-LOC101750160	101750160	69615	NA
gene-LOC112531079	112531079	NA	NA
gene-LOC101750292	101750292	69745	NA
gene-LOC101750354	101750354	69806	NA
gene-LOC107049422	107049422	72441	NA
gene-LOC107049423	107049423	72442	NA
gene-LOC112531057	112531057	NA	NA
gene-LOC101749893	101749893	69350	NA
gene-LOC112529933	112529933	NA	NA
gene-LOC112531080	112531080	NA	NA
gene-LOC112531081	112531081	NA	NA
gene-LOC107049425	107049425	72444	NA
gene-LOC107049426	107049426	72445	NA
gene-LOC107049445	107049445	72464	NA
gene-LOC107049427	107049427	72446	NA
gene-LOC107049428	107049428	72447	NA
gene-LOC107049429	107049429	72448	NA
gene-LOC107049431	107049431	72450	NA
gene-LOC107049432	107049432	72451	NA
gene-LOC107049433	107049433	72452	NA
gene-LOC107049434	107049434	72453	NA
gene-VH26L2	431521	54274	NA
gene-LOC107049435	107049435	72454	NA
gene-LOC112531082	112531082	NA	NA
gene-LOC107049442	107049442	72461	NA
gene-LOC107049444	107049444	72463	NA
gene-LOC101749786	101749786	69246	NA
gene-LOC112531083	112531083	NA	NA
gene-LOC112531058	112531058	NA	NA
gene-LOC112531084	112531084	NA	NA
gene-LOC112531085	112531085	NA	NA
gene-LOC100858082	100858082	64990	NA
gene-LOC112531086	112531086	NA	NA
gene-LOC112531087	112531087	NA	NA
gene-LOC107049424	107049424	72443	NA
gene-LOC107049436	107049436	72455	NA
gene-LOC112531088	112531088	NA	NA
gene-LOC112531089	112531089	NA	NA
gene-LOC112531090	112531090	NA	NA
gene-LOC107049437	107049437	72456	NA
gene-LOC107049440	107049440	72459	NA
gene-LOC107049441	107049441	72460	NA
gene-LOC112531091	112531091	NA	NA
gene-LOC112531092	112531092	NA	NA
gene-LOC112531056	112531056	NA	NA
gene-LOC107050363	107050363	73377	NA
gene-LOC100857358	100857358	65656	NA
gene-LOC107050371	107050371	73385	NA
gene-LOC112531175	112531175	NA	NA
gene-LOC112531093	112531093	NA	NA
gene-LOC112531155	112531155	NA	NA
gene-LOC112531158	112531158	NA	NA
gene-LOC112531139	112531139	NA	NA
gene-TARM1L	100859740	63409	NA
gene-LOC112531126	112531126	NA	NA
gene-LOC107049973	107049973	72989	NA
gene-LOC107050973	107050973	73984	NA
gene-LOC107049972	107049972	72988	NA
gene-LOC100857570	100857570	65458	NA
gene-CHIR2D-956	776398	57915	NA
gene-LOC112531131	112531131	NA	NA
gene-LOC112531153	112531153	NA	NA
gene-LOC107050836	107050836	73848	NA
gene-LOC112531121	112531121	NA	NA
gene-LOC112531133	112531133	NA	NA
gene-LOC112531094	112531094	NA	NA
gene-LOC112531132	112531132	NA	NA
gene-LOC112531135	112531135	NA	NA
gene-LOC107049134	107049134	72155	NA
gene-LOC107050142	107050142	73157	NA
gene-LOC107049370	107049370	72390	NA
gene-PGP6L	431128	54145	NA
gene-LOC112531143	112531143	NA	NA
gene-IGSF1L8	100859725	63424	NA
gene-LOC107049977	107049977	72993	NA
gene-LOC100857860	100857860	65200	NA
gene-LOC107049899	107049899	72915	NA
gene-LOC107049924	107049924	72940	NA
gene-LOC112531095	112531095	NA	NA
gene-LOC112531122	112531122	NA	NA
gene-LOC112531096	112531096	NA	NA
gene-LOC107055386	107055386	78345	NA
gene-LOC107049040	107049040	72073	NA
gene-LOC112531148	112531148	NA	NA
gene-LOC112531098	112531098	NA	NA
gene-LOC107050390	107050390	73404	NA
gene-LOC112531099	112531099	NA	NA
gene-LOC112531100	112531100	NA	NA
gene-LOC112531101	112531101	NA	NA
gene-LOC112531102	112531102	NA	NA
gene-LOC112531130	112531130	NA	NA
gene-CHIR-B4	768447	54469	NA
gene-LOC112529949	112529949	NA	NA
gene-LOC112531142	112531142	NA	NA
gene-LOC112531103	112531103	NA	NA
gene-LOC112531125	112531125	NA	NA
gene-LOC107050362	107050362	73376	NA
gene-LOC100857878	100857878	65184	NA
gene-LOC112531123	112531123	NA	NA
gene-LOC100857718	100857718	65317	NA
gene-LOC107049333	107049333	72353	NA
gene-LOC112531146	112531146	NA	NA
gene-CHIR-AB-502	772103	57281	NA
gene-LOC107050937	107050937	73948	NA
gene-LOC107050938	107050938	73949	NA
gene-LOC112531104	112531104	NA	NA
gene-LOC107050037	107050037	73052	NA
gene-PLTGP6L1	100857809	65249	NA
gene-LOC107049513	107049513	72529	NA
gene-LOC107049116	107049116	72138	NA
gene-LOC107050356	107050356	73370	NA
gene-LOC107050358	107050358	73372	NA
gene-LOC107050615	107050615	73629	NA
gene-LOC112531138	112531138	NA	NA
gene-LOC107049575	107049575	72591	NA
gene-LOC107049573	107049573	72589	NA
gene-LOC112531105	112531105	NA	NA
gene-LOC112529923	112529923	NA	NA
gene-LOC112531150	112531150	NA	NA
gene-IGSF1L2	769906	55631	NA
gene-LOC107049705	107049705	72721	NA
gene-LOC112531140	112531140	NA	NA
gene-LOC107050275	107050275	73290	NA
gene-LOC112531120	112531120	NA	NA
gene-LOC107049663	107049663	72679	NA
gene-LOC107050509	107050509	73523	NA
gene-LOC112531149	112531149	NA	NA
gene-LOC107050774	107050774	73787	NA
gene-LOC112531144	112531144	NA	NA
gene-LOC107049761	107049761	72777	NA
gene-LOC107049125	107049125	72146	NA
gene-LOC112531141	112531141	NA	NA
gene-LOC101750289	101750289	69742	NA
gene-LOC112531106	112531106	NA	NA
gene-LOC107050397	107050397	73411	NA
gene-LOC112531136	112531136	NA	NA
gene-LOC112531107	112531107	NA	NA
gene-GR42LP4	429347	53629	NA
gene-LOC101750116	101750116	69572	NA
gene-LOC101747711	101747711	67206	NA
gene-LOC112531108	112531108	NA	NA
gene-LOC107050070	107050070	73085	NA
gene-LOC107050866	107050866	73877	NA
gene-LILRB5L2	100858656	64440	NA
gene-LOC107050303	107050303	73318	NA
gene-LOC112531137	112531137	NA	NA
gene-LOC112531128	112531128	NA	NA
gene-LOC112531124	112531124	NA	NA
gene-LOC112531109	112531109	NA	NA
gene-CHIR-AB-600	776208	57735	NA
gene-LOC107049618	107049618	72634	NA
gene-LOC100859680	100859680	63467	NA
gene-LOC107049062	107049062	72092	NA
gene-LOC107049967	107049967	72983	NA
gene-LOC107050763	107050763	73776	NA
gene-LOC107049793	107049793	72809	NA
gene-LOC112531127	112531127	NA	NA
gene-LOC107050453	107050453	73467	NA
gene-LOC112531147	112531147	NA	NA
gene-LOC112531110	112531110	NA	NA
gene-LOC107049866	107049866	72882	NA
gene-IGSF1L7	100859075	64046	NA
gene-LOC107049195	107049195	72216	NA
gene-LOC112531111	112531111	NA	NA
gene-LOC107050748	107050748	73761	NA
gene-LOC112531129	112531129	NA	NA
gene-LOC112531151	112531151	NA	NA
gene-LOC112531134	112531134	NA	NA
gene-LOC107050503	107050503	73517	NA
gene-LOC107049368	107049368	72388	NA
gene-GR42L7	101747392	66895	NA
gene-LOC777537	777537	59024	NA
gene-LOC107050205	107050205	73220	NA
gene-LOC112531145	112531145	NA	NA
gene-LOC107051245	107051245	74255	NA
gene-LOC107050454	107050454	73468	NA
gene-LOC107050385	107050385	73399	NA
gene-LOC112531112	112531112	NA	NA
gene-LOC107050931	107050931	73942	NA
gene-LOC107050930	107050930	73941	NA
gene-LOC107050079	107050079	73094	NA
gene-FFAR2L2	101747502	67002	NA
gene-LOC425878	425878	52604	NA
gene-LOC107050343	107050343	73357	NA
gene-LOC107050277	107050277	73292	NA
gene-LOC107050276	107050276	73291	NA
gene-LOC112531152	112531152	NA	NA
gene-IGSF1L5	100859576	63568	NA
gene-GR42L5	100859180	63948	NA
gene-LOC107050652	107050652	73666	NA
gene-LOC107050438	107050438	73452	NA
gene-LOC107049819	107049819	72835	NA
gene-LOC101750179	101750179	69634	NA
gene-LOC112529924	112529924	NA	NA
gene-CHIR-A2	770673	56199	NA
gene-LOC112529945	112529945	NA	NA
gene-LOC107049379	107049379	72399	NA
gene-LOC107049386	107049386	72406	NA
gene-LOC107049387	107049387	72407	NA
gene-LOC101747670	101747670	67166	NA
gene-LOC426064	426064	52662	NA
gene-LIG1	430516	53965	NA
gene-ZNF628	100857228	65777	NA
gene-LOC101747860	101747860	67353	NA
gene-LOC101748207	101748207	67697	NA
gene-SBK3	101748417	67903	NA
gene-LOC769729	769729	55487	NA
gene-LOC426820	426820	52892	NA
gene-DMBT1	426819	52891	NA
gene-LOC426821	426821	52893	NA
gene-SULT2B1L2	769841	55577	NA
gene-DMBT1L	426826	52896	NA
gene-PIT54	395364	49283	NA
gene-SULT2B1	426825	52895	NA
gene-DMBT1L3	100859777	63374	NA
gene-LOC426827	426827	52897	NA
gene-LOC107055479	107055479	78435	NA
gene-BTN3A2	101752091	71500	NA
gene-LOC101752152	101752152	71561	NA
gene-LOC107055478	107055478	78434	NA
gene-LOC107049375	107049375	72395	NA
gene-LOC107055474	107055474	78430	NA
gene-LOC107049000	107049000	72043	NA
gene-LOC112531054	112531054	NA	NA
gene-LOC107049373	107049373	72393	NA
gene-BTN3A3	101751667	71086	NA
gene-LOC112531049	112531049	NA	NA
gene-UTRIM39L	101751912	71327	NA
gene-BT2A1L	101748848	68328	NA
gene-LOC107055470	107055470	78426	NA
gene-LOC107049201	107049201	72222	NA
gene-LOC112531052	112531052	NA	NA
gene-LOC101748790	101748790	68271	NA
gene-LOC101751305	101751305	70730	NA
gene-LOC107055467	107055467	78423	NA
gene-LOC107049156	107049156	72177	NA
gene-LOC426836	426836	52902	NA
gene-LOC101751153	101751153	70582	NA
gene-LOC101751098	101751098	70530	NA
gene-LOC107055465	107055465	78421	NA
gene-LOC107055463	107055463	78419	NA
gene-LOC107055458	107055458	78414	NA
gene-LOC107049957	107049957	72973	NA
gene-LOC101750718	101750718	70161	NA
gene-LOC101750771	101750771	70213	NA
gene-LOC107055460	107055460	78416	NA
gene-LOC107055456	107055456	78412	NA
gene-LOC107055464	107055464	78420	NA
gene-LOC107049969	107049969	72985	NA
gene-LOC112531055	112531055	NA	NA
gene-LOC107049970	107049970	72986	NA
gene-LOC107055447	107055447	78403	NA
gene-LOC107055449	107055449	78405	NA
gene-LOC107055450	107055450	78406	NA
gene-LOC107055451	107055451	78407	NA
gene-LOC107055452	107055452	78408	NA
gene-LOC107055454	107055454	78410	NA
gene-LOC107049388	107049388	72408	NA
gene-LOC112531053	112531053	NA	NA
gene-LOC107049467	107049467	72485	NA
gene-DHDH	777348	58840	NA
gene-LOC107049468	107049468	72486	NA
gene-LOC427029	427029	52971	NA
gene-LOC107049469	107049469	72487	NA
gene-ZNF629L	101748192	67682	NA
gene-LOC101748084	101748084	67575	NA
gene-CHMP2A	776036	13584	NA
gene-UBE2M	107049465	NA	NA
gene-TRIM1BL	107050474	73488	NA
gene-ZNF71L	425244	52394	NA
gene-ZBTB45	776930	66684	NA
gene-LOC107049647	107049647	72663	NA
gene-THAP7	776094	29876	NA
gene-SLC27A2	426354	10467	NA
gene-CHIR-B3	426119	52682	NA
gene-LOC112531113	112531113	NA	NA
gene-LOC112531114	112531114	NA	NA
gene-LOC112531172	112531172	NA	NA
gene-LOC112531115	112531115	NA	NA
gene-LOC112529946	112529946	NA	NA
gene-LOC112531165	112531165	NA	NA
gene-LOC112531164	112531164	NA	NA
gene-LOC112531168	112531168	NA	NA
gene-LOC107050213	107050213	73228	NA
gene-LOC107056115	107056115	79069	NA
gene-LOC107056128	107056128	79082	NA
gene-CHIR-B2	776711	58215	NA
gene-LOC112531171	112531171	NA	NA
gene-LOC112531170	112531170	NA	NA
gene-FFAR2L4	100858431	64654	NA
gene-LOC112531169	112531169	NA	NA
gene-LOC107057638	107057638	80588	NA
gene-FFAR3L1	430071	53847	NA
gene-LOC112531116	112531116	NA	NA
gene-LOC100857597	100857597	65434	NA
gene-LOC107049512	107049512	72528	NA
gene-IGSF1L6	100858226	64852	NA
gene-LOC107049149	107049149	72170	NA
gene-LOC100857302	100857302	65708	NA
gene-LOC101751016	101751016	70451	NA
gene-LOC112531174	112531174	NA	NA
gene-LOC101748339	101748339	67826	NA
gene-LOC107049576	107049576	72592	NA
gene-LILRA6L1	776202	57729	NA
gene-LOC112531117	112531117	NA	NA
gene-LOC112531118	112531118	NA	NA
gene-LOC107051138	107051138	74148	NA
gene-LOC107050925	107050925	73936	NA
gene-LOC112531119	112531119	NA	NA
gene-LOC112531163	112531163	NA	NA
gene-FFAR2L1	100857826	65233	NA
gene-LOC112531166	112531166	NA	NA
gene-LOC107050182	107050182	73197	NA
gene-LOC112531173	112531173	NA	NA
gene-LOC112531161	112531161	NA	NA
gene-LOC112531162	112531162	NA	NA
gene-LOC107049633	107049633	72649	NA
gene-LOC107050521	107050521	73535	NA
gene-LOC112531167	112531167	NA	NA
gene-LOC112531160	112531160	NA	NA
gene-LOC112530475	112530475	NA	NA
gene-RYR1L1	101748756	68238	NA
gene-LOC107055388	107055388	78347	NA
gene-TGM2-2	396432	49801	NA
gene-ACTN4	396024	49612	NA
gene-LOC112530474	112530474	NA	NA
gene-ECH1	100858352	64728	NA
gene-LOC101749377	101749377	68848	NA
gene-SIRT2	548628	54341	NA
gene-NFKBIB	100858419	64664	NA
gene-SARS2	100858214	64864	NA
gene-MRPS12	770472	15124	NA
gene-PAK4	770462	10652	NA
gene-SYCN	100858140	66004	NA
gene-LRFN1	101750437	69887	NA
gene-SAMD4B	101750533	69982	NA
gene-PAF1	100858108	64966	NA
gene-MED29	107055391	78350	NA
gene-LOC107055390	107055390	78349	NA
gene-SUPT5H	426493	10651	NA
gene-TIMM50	770413	28670	NA
gene-DLL3	107055389	78348	NA
gene-SLC8A2	107057643	80593	NA
gene-KPTN	101752009	71423	NA
gene-NAPA	100858304	64775	NA
gene-LOC112530471	112530471	NA	NA
gene-ZNF541	100858546	65994	NA
gene-LOC101749950	101749950	69407	NA
gene-EHD2	107049991	73007	NA
gene-GLTSCR2	107049993	73008	NA
gene-LOC107049826	107049826	72842	NA
gene-SEPW1	100310814	60549	NA
gene-LOC107049828	107049828	72844	NA
gene-HH3L	100859629	63517	NA
gene-OTX5	103875463	71991	NA
gene-LOC107050328	107050328	73343	NA
gene-ATP5SL	107050327	73342	NA
gene-BCKDHA	374210	49085	NA
gene-EXOSC5	100858931	64185	NA
gene-B9D2	112530472	NA	NA
gene-TGFB1	100873157	65904	NA
gene-CCDC97	101748852	68332	NA
gene-HNRNPUL1	776596	58103	NA
gene-LOC107049204	107049204	72224	NA
gene-PLD3	107049989	73005	NA
gene-LOC101748353	101748353	67840	NA
gene-SMARCA4	395932	49559	NA
gene-LOC101750560	101750560	70008	NA
gene-LOC107050662	107050662	73676	NA
gene-LOC107051310	107051310	74319	NA
gene-ZC3H4	101748292	67780	NA
gene-SAE1	101750090	69546	NA
gene-LOC107049461	107049461	72480	NA
gene-CCDC9	107049462	72481	NA
gene-C5AR1	430484	53951	NA
gene-DHX34	101752140	71549	NA
gene-LRFN3	425605	52508	NA
gene-QPCTL	425606	13115	NA
gene-FBXO46	107057640	80590	NA
gene-GIPR	100858765	64336	NA
gene-OPA3	107057641	80591	NA
gene-VASP	107057642	80592	NA
gene-RTN2	112530470	NA	NA
gene-LOC107049603	107049603	72619	NA
gene-HIF3A	107049602	72618	NA
gene-SNRPD2	107049207	72227	NA
gene-LOC107049206	107049206	72226	NA
gene-LOC107050595	107050595	73609	NA
gene-LOC107051250	107051250	74260	NA
gene-LOC112530469	112530469	NA	NA
gene-LOC101749846	101749846	69305	NA
gene-LOC107050835	107050835	73847	NA
gene-GEMIN7	107049541	72557	NA
gene-TBCB	101748459	67942	NA
gene-SDHAF1	107049539	72555	NA
gene-ARHGAP35	425730	8887	NA
gene-LOC107050886	107050886	73897	NA
gene-CLAPS2	100859555	63587	NA
gene-LOC107050762	107050762	73775	NA
gene-LOC107051508	107051508	74517	NA
gene-OR14A16L43	100857243	65762	NA
gene-OR14J1L47	429636	53729	NA
gene-LOC107049243	107049243	72263	NA
gene-LOC112530801	112530801	NA	NA
gene-LOC112530802	112530802	NA	NA
gene-LOC107049244	107049244	72264	NA
gene-OR14A16L45	101747258	66764	NA
gene-OR14J1L105	101747394	66897	NA
gene-LOC112530803	112530803	NA	NA
gene-LOC107049264	107049264	72284	NA
gene-OR14J1L46	100859831	63326	NA
gene-OR14J1L23	430225	53888	NA
gene-LOC112530804	112530804	NA	NA
gene-LOC112530805	112530805	NA	NA
gene-LOC112530806	112530806	NA	NA
gene-LOC112530807	112530807	NA	NA
gene-OR14J1L52	430461	53946	NA
gene-LOC107049258	107049258	72278	NA
gene-OR14J1L130	100858342	64737	NA
gene-LOC112530808	112530808	NA	NA
gene-OR14J1L25	100858883	64226	NA
gene-OR14J1L66	100858618	64475	NA
gene-OR14J1L127	769376	55203	NA
gene-LOC107056258	107056258	79211	NA
gene-LOC112530901	112530901	NA	NA
gene-LOC107056259	107056259	79212	NA
gene-LOC107056260	107056260	79213	NA
gene-LOC112530902	112530902	NA	NA
gene-LOC107056261	107056261	79214	NA
gene-LOC112530809	112530809	NA	NA
gene-LOC107049407	107049407	72427	NA
gene-OR14J1L9	425690	52537	NA
gene-OR14J1L58	776171	57699	NA
gene-LOC107049405	107049405	72425	NA
